Flight;Time;Length;Airline;AirportFrom;AirportTo;DayOfWeek;Class
66630;7300;1730;OO;DEN;EUG;4;1
65010;7000;1200;OH;RDU;MCO;6;1
3250;4750;810;DL;IND;DTW;5;1
35890;6550;1150;WN;SFO;PHX;2;1
17230;5700;2220;CO;IAH;ONT;3;1
50040;9920;970;EV;OAJ;ATL;4;1
38680;9300;680;9E;DTW;TVC;3;1
24840;7690;1990;XE;EWR;MCI;4;1
53960;10760;930;EV;GNV;ATL;1;1
11790;4050;1600;CO;EWR;ORD;4;1
37530;6550;1170;9E;MKE;MEM;3;1
7280;7550;2000;AA;DFW;LGA;4;1
4280;9500;1650;WN;BWI;LIT;5;1
9520;3600;1570;US;FLL;PHL;7;1
2590;12300;1500;WN;DEN;GEG;1;1
21320;5520;910;DL;ORD;MSP;3;1
3870;7200;3690;CO;EWR;SNA;4;1
67260;6820;930;OO;DEN;JAC;5;1
9880;3900;1130;UA;OKC;DEN;2;1
5820;10950;2550;WN;MCO;DEN;3;1
2850;10880;650;B6;LAS;LGB;1;1
5600;4000;1370;AS;PDX;LAX;4;1
4690;9650;700;WN;SJC;ONT;5;1
30740;8200;2050;WN;MHT;MCO;2;1
6270;5500;2100;AA;BOS;MIA;2;1
28990;10900;1560;XE;EWR;ATL;2;1
45150;6750;1950;OO;SLC;ORD;5;1
71350;3700;700;EV;GSO;IAD;1;1
54140;4150;930;EV;DCA;BOS;2;1
66650;9710;970;OO;MOT;DEN;2;1
44860;12000;800;MQ;JFK;BOS;5;1
19150;13000;2590;DL;ATL;PHX;7;1
11520;14050;3110;DL;HNL;SFO;5;1
2790;5500;1000;WN;LIT;MDW;7;1
11300;9450;850;DL;MEM;ATL;7;1
17230;5700;2220;CO;IAH;ONT;5;1
44540;8400;1600;OO;FCA;MSP;4;1
410;9150;3600;CO;EWR;LAX;6;1
6220;9650;700;US;PHX;LAS;2;1
6440;11350;1620;CO;IAH;CLE;3;1
4380;10630;2370;UA;LAX;ORD;7;1
8940;9350;750;WN;BWI;MHT;1;1
2850;9900;3400;US;JFK;PHX;6;1
38460;4750;920;9E;ATL;CLT;7;1
23550;9150;750;XE;CLE;ALB;1;1
17460;8470;2130;DL;PHX;ATL;4;1
17670;7700;1900;AA;DFW;PSP;4;1
14690;9850;1440;US;PHL;ATL;1;1
1340;9950;1300;WN;TPA;BWI;1;1
3010;8090;1790;CO;EWR;FLL;3;1
8370;11900;700;WN;SAN;PHX;5;1
3240;5110;2890;UA;LAX;IAD;2;1
23310;10750;1260;XE;BNA;IAH;2;1
670;9800;900;DL;ATL;TPA;3;1
39170;9760;1030;9E;BTV;JFK;3;1
47570;3900;950;OO;PSC;SLC;1;1
67470;6440;480;OO;SMF;SFO;1;1
100;5100;550;WN;HOU;DAL;2;1
2050;9200;1060;DL;MSP;DTW;7;1
21770;9600;1450;XE;TPA;IAH;3;1
20470;11400;960;US;BOS;DCA;7;1
9980;11850;650;WN;BWI;RDU;1;1
5580;10140;1640;CO;IAH;DCA;6;1
62520;6860;590;OO;FAT;SFO;7;1
28240;9740;450;YV;PHX;TUS;1;1
140;8050;2860;US;PHX;JFK;4;1
7940;6900;3650;WN;BOS;PHX;5;1
2460;9450;1650;CO;IAH;ORD;4;1
34210;8350;1650;WN;DEN;SFO;3;1
24440;11350;1240;DL;CVG;BOS;3;1
1300;4400;1750;WN;OMA;PHX;3;1
36690;11850;650;WN;LAS;BUR;3;1
6500;7450;800;WN;LAX;SFO;3;1
2080;14150;2270;CO;PDX;IAH;1;1
23960;10350;1240;XE;EWR;DTW;2;1
68820;7010;1360;OO;RDM;DEN;4;1
67080;10570;1150;OO;SFO;OTH;3;1
21470;10200;650;WN;SNA;LAS;6;1
1380;3750;1150;WN;LAS;DEN;7;1
720;12250;1680;US;SEA;PHX;7;1
4700;9150;1300;WN;OAK;ABQ;5;1
17600;11600;1650;B6;SJU;FLL;6;1
8350;9000;1450;AA;IND;DFW;3;1
4920;12100;1580;AS;SEA;SAN;5;1
65560;9050;1390;OH;CVG;MSY;1;1
8270;5400;1450;WN;PHL;BNA;4;1
30500;9950;2600;WN;LAS;BUF;2;1
22850;11050;1650;WN;MDW;DEN;5;1
4330;7560;1210;FL;MKE;ATL;5;1
8110;9900;2350;CO;EWR;IAH;4;1
13560;11300;650;WN;MDW;STL;4;1
3830;10050;1150;AA;STL;DFW;3;1
5110;12250;3920;UA;JFK;LAX;2;1
24480;8250;1800;AA;LAX;DFW;2;1
1700;10310;840;UA;LAX;SFO;1;1
4750;9450;1750;WN;OMA;PHX;4;1
72910;5440;830;YV;LGA;IAD;4;1
9630;9290;850;UA;ORD;MSP;7;1
3220;8750;1300;WN;HOU;MCO;4;1
950;10150;4000;B6;JFK;OAK;3;1
14710;12000;1040;US;CLT;TPA;6;1
52850;12270;1040;EV;ATL;LIT;7;1
7420;12250;1200;WN;DEN;STL;5;1
9860;11450;750;WN;SJC;SNA;4;1
28550;7950;700;MQ;DFW;HOU;5;1
3630;13250;1330;UA;IAD;ORD;4;1
18030;10150;1750;AA;DFW;LAS;5;1
49960;8910;730;EV;ATL;CHS;5;1
27150;8150;2550;DL;ATL;PHX;7;1
11940;12350;1750;AA;MIA;BDL;4;1
27040;7000;1300;MQ;DFW;MSN;5;1
65980;4420;430;OO;SFO;SMF;5;1
38420;3650;700;WN;LAS;PHX;1;1
63580;11220;440;OO;LAX;SBA;1;1
10940;8200;790;US;PHL;RDU;1;1
29800;6250;750;YV;SNA;PHX;3;1
10700;13710;680;DL;ATL;JAX;3;1
5440;9070;1710;B6;PBI;EWR;4;1
1820;6910;510;HA;HNL;ITO;1;1
10;4850;1870;B6;JFK;FLL;5;1
62710;3900;510;OO;ORD;FWA;7;1
2490;9750;700;WN;LIT;STL;4;1
3270;6350;1650;WN;LAS;SEA;2;1
2600;8910;520;HA;HNL;ITO;1;1
25430;8600;880;DL;CLT;ATL;7;1
15780;6200;800;FL;ATL;UTM;7;1
26990;6850;2040;DL;MSP;PHX;3;1
26640;10700;910;YV;CLT;MDT;1;1
36200;4450;1550;MQ;ORF;MIA;3;1
1620;4050;1870;CO;ONT;IAH;3;1
13100;11800;830;B6;IAD;JFK;2;1
40750;7250;420;9E;DTW;FNT;5;1
32460;9250;500;MQ;DFW;GRK;2;1
11980;5500;2400;WN;BNA;PHX;5;1
53070;9370;1220;EV;HOU;ATL;4;1
63110;13600;500;OO;LAX;PSP;4;1
53570;8900;790;EV;ATL;MOB;1;1
59890;11570;1230;XE;ROC;ORD;4;1
30460;7750;1550;XE;MEM;EWR;5;1
23950;9900;900;WN;LAS;SMF;6;1
17830;10250;750;WN;FLL;JAX;3;1
23720;11500;1350;AA;DFW;ORD;3;1
19640;6250;2150;AA;SFO;DFW;2;1
2620;4950;1430;F9;DEN;SNA;2;1
7190;10050;1400;WN;BWI;MCO;7;1
21160;9950;2250;WN;MCI;LAX;2;1
21980;8200;3050;WN;BWI;SLC;4;1
20690;11500;2300;AA;MIA;MSP;7;1
3860;9600;2990;CO;SNA;EWR;3;1
22970;5600;650;XE;MKE;CLE;6;1
16230;11900;3030;US;FLL;PHX;6;1
28910;10100;1200;MQ;DFW;CID;7;1
15860;11300;1350;CO;IAH;MCO;4;1
6890;10250;1660;UA;LGA;ORD;4;1
39330;8200;1060;9E;MEM;OKC;5;1
36590;9150;1700;WN;MDW;AUS;3;1
29640;6800;710;XE;IAH;DFW;3;1
19880;8400;3350;WN;BWI;LAS;5;1
200;6600;550;WN;HOU;DAL;5;1
8610;9300;1350;WN;PHL;MDW;7;1
20940;10400;1500;AA;DFW;MCO;6;1
12670;6400;1100;WN;MDW;BWI;5;1
26050;10450;2450;DL;MSP;SFO;5;1
16510;8450;1720;US;PHL;MIA;2;1
28760;7350;950;MQ;SAF;DFW;5;1
13720;9200;3200;WN;RDU;LAS;1;1
13820;12550;1700;AA;MIA;EWR;3;1
40880;4650;1140;9E;MSP;CVG;4;1
7780;6600;900;WN;LAS;SJC;1;1
25820;11550;1530;DL;MCO;BDL;4;1
24440;6840;2260;DL;LAS;CVG;4;1
41380;11750;1050;MQ;PIT;ORD;1;1
5660;9300;2490;CO;SEA;IAH;7;1
49750;5750;1000;EV;CVG;ATL;3;1
6850;9020;1580;UA;LGA;ORD;4;1
17230;11000;1220;US;CLT;FLL;5;1
46480;10400;1000;MQ;RDU;LGA;1;1
22480;11400;1600;XE;MEM;EWR;4;1
33950;8800;700;WN;SAN;LAS;4;1
5830;5900;850;WN;SMF;SAN;6;1
26800;11950;630;YV;CLT;CHS;2;1
8510;5400;3760;AS;SEA;HNL;4;1
6980;11550;570;UA;ORD;GRR;6;1
4620;7200;1480;AS;SEA;LAX;6;1
11740;11000;1420;CO;ORD;EWR;2;1
70970;3600;820;EV;CMH;ORD;4;1
19010;7500;1600;AA;DFW;MIA;3;1
9370;10580;2390;UA;IAD;DEN;7;1
20320;11600;990;DL;ORD;MSP;3;1
15270;5750;2100;WN;LAS;MKE;6;1
12440;10500;800;WN;BWI;MHT;2;1
43430;4050;850;MQ;ORD;DTW;5;1
21250;5150;900;WN;DAL;BHM;6;1
6180;10250;2450;AA;SFO;ORD;2;1
17260;12300;750;WN;LAX;PHX;1;1
22580;9900;1520;XE;AVL;IAH;1;1
13270;10600;920;B6;BOS;BWI;3;1
18140;6650;2500;DL;LAX;CVG;3;1
12070;7550;1050;WN;BNA;MCO;2;1
7030;12600;1690;UA;ORD;IAH;4;1
64520;6200;1030;OH;DTW;IAD;5;1
3770;8090;1820;B6;LGA;FLL;7;1
53260;9900;720;EV;TRI;ATL;2;1
43640;5200;690;9E;DTW;TVC;7;1
25270;8950;1700;AA;DFW;SLC;1;1
54400;8980;760;EV;ATL;GNV;2;1
3350;6910;1380;FL;PHL;ATL;5;1
350;5530;3250;UA;SFO;OGG;3;1
5260;9050;850;WN;PHX;BUR;2;1
7680;4500;3420;CO;EWR;LAS;3;1
47780;10340;1140;OO;SEA;SLC;3;1
16150;11550;1100;WN;MDW;BWI;5;1
23750;3850;1840;XE;GSO;IAH;3;1
42720;3600;900;9E;ECP;MEM;1;1
1730;9850;3450;CO;LAX;HNL;6;1
12990;6950;1200;DL;SLC;LAX;6;1
12150;10490;3260;DL;BOS;SLC;6;1
16720;9850;1000;WN;DAL;STL;7;1
78020;6600;610;OO;SLC;TWF;3;1
20980;10520;1370;DL;SAT;ATL;7;1
1010;6220;2520;DL;LAX;ATL;7;1
8800;13650;720;US;PHL;BOS;2;1
24070;10200;1700;AA;DFW;JAC;7;1
3400;8070;1310;UA;ONT;DEN;4;1
